"Gene.ID","Col.D.N","Col.DL.N","Col.WL.N","Col.D.F","Col.DL.F","Col.WL.F","Col.D.P","Col.DL.P","Col.WL.P","Col.D.SM","Col.DL.SM","Col.WL.SM"
"AT3G05570",27,28,19,54,82,68,168,46,107,1,7,17
"AT3G05580",126,249,234,164,175,50,713,198,176,15,36,30
"AT3G01655",5,0,0,1,1,0,0,0,0,0,0,0
"AT3G05590",578,1695,2645,1542,1851,1737,7977,3910,7678,66,347,895
"AT3G05600",38,265,131,36,222,31,179,312,221,2,36,17
"AT3G05610",6,0,0,7,6,3,0,0,0,0,0,0
"AT3G05620",18,16,44,11,16,5,59,27,5,3,4,2
"AT3G05625",31,220,188,79,105,119,170,209,405,8,22,45
"AT3G05630",39,74,186,28,25,33,239,66,233,2,8,23
"AT3G05640",99,230,34,236,146,11,370,177,44,20,31,8
"AT3G01665",1,0,0,0,3,0,0,0,0,0,0,0
"AT3G05650",8,4,17,3,4,5,4,2,7,0,0,2
"AT3G01675",3,1,1,0,2,0,1,0,0,0,0,0
"AT3G05660",61,16,23,42,3,7,131,7,22,2,2,2
"AT3G05670",126,261,202,219,233,74,1258,558,766,31,59,71
"AT3G05675",285,195,97,114,100,50,315,95,120,6,10,26
"AT3G05680",746,1418,1546,474,511,185,4142,1277,1670,31,123,101
"AT3G05685",16,18,17,32,43,13,17,10,9,0,5,7
"AT3G05690",151,219,92,84,96,40,393,144,91,8,23,17
"AT3G05700",346,275,150,167,204,86,244,114,174,6,27,27
"AT3G05710",154,287,255,197,232,81,650,280,320,22,42,68
"AT3G05720",11,10,10,3,7,0,5,8,13,0,0,2
"AT3G05725",1,0,1,0,0,0,0,0,0,0,0,0
"AT3G05727",0,0,15,1,0,0,0,1,26,0,0,4
"AT3G01735",0,0,0,3,3,0,0,0,0,0,0,0
"AT3G05730",271,211,1351,65,148,781,1022,148,4953,8,11,313
"AT3G05740",14,26,36,25,17,14,114,41,91,2,2,6
"AT3G05741",2,0,0,0,2,1,0,0,0,0,0,0
"AT3G05746",1,0,0,0,0,2,0,0,0,0,0,0
"AT3G05750",40,95,94,37,89,20,186,198,280,8,36,35
"AT3G05755",0,0,0,5,9,1,0,0,0,0,0,0
"AT3G05760",102,159,125,413,273,180,406,221,278,10,24,45
"AT3G01745",0,1,0,1,0,0,5,0,0,0,0,0
"AT3G05770",11,17,0,49,36,3,182,65,8,3,9,0
"AT3G01755",0,3,2,0,2,1,3,0,1,0,1,0
"AT3G05775",2,0,0,0,1,2,0,0,0,0,0,0
"AT3G05780",23,4,3,6,7,2,0,0,2,0,0,0
"AT3G05790",12,5,1,10,12,7,30,5,11,2,0,1
"AT3G05800",16,158,172,93,311,128,247,518,509,9,39,45
"AT3G01765",0,1,0,2,1,0,0,0,0,0,0,0
"AT3G01775",1,1,0,1,2,0,0,0,0,0,0,0
"AT3G05810",50,72,62,240,129,147,109,99,154,2,15,27
"AT3G05820",2,2,11,5,4,1,8,6,4,0,3,2
"AT3G05830",25,40,50,48,84,29,204,77,130,8,14,18
"AT3G05835",4,1,0,2,5,1,0,0,0,0,0,0
"AT3G05840",505,1045,993,617,953,389,4029,2067,2647,67,243,313
"AT3G05850",79,199,239,163,198,68,1372,546,739,22,47,69
"AT3G05858",0,0,3,0,1,1,0,2,16,0,0,0
"AT3G01785",0,0,0,0,0,0,0,0,0,0,0,0
"AT3G05860",0,0,0,7,2,7,11,5,3,1,1,1
"AT3G05870",59,59,63,40,47,29,57,16,57,1,5,8
"AT3G05880",1459,1943,295,2051,2472,482,9756,3728,1478,106,323,166
"AT3G01795",0,0,0,5,12,5,2,1,0,0,0,1
"AT3G05890",752,456,112,1022,502,152,6855,797,482,50,75,61
"AT3G05905",16,16,2,10,9,0,92,7,1,1,0,2
"AT3G05900",369,366,244,1354,852,232,15380,3834,3511,170,253,269
"AT3G05910",423,1093,1048,687,807,265,3755,1470,771,70,168,119
"AT3G05920",36,16,11,273,104,35,674,87,69,15,2,11
"AT3G05932",42,124,81,126,276,105,111,83,86,7,36,37
"AT3G05930",0,0,6,2,1,0,5,2,0,0,0,0
"AT3G05935",37,100,75,114,251,99,98,76,76,7,32,36
"AT3G05936",6,18,6,17,75,27,23,31,32,0,2,7
"AT3G05937",34,68,19,263,264,41,144,70,31,5,15,16
"AT3G05940",179,274,189,152,157,48,336,121,58,6,24,13
"AT3G05950",7,5,0,0,3,0,12,1,0,0,0,0
"AT3G05960",3,0,0,3,7,2,0,0,0,0,0,0
"AT3G05970",479,698,686,329,353,144,2598,913,1306,34,70,83
"AT3G05975",0,0,0,0,2,0,1,0,0,0,0,0
"AT3G01805",1,0,0,0,1,0,0,0,0,0,0,0
"AT3G05980",10,11,16,27,25,7,108,29,65,5,6,9
"AT3G05990",253,382,281,341,279,71,878,357,177,41,79,30
"AT3G06000",3,0,0,1,3,0,0,0,0,0,0,0
"AT3G06010",155,292,264,166,258,72,1553,740,704,32,73,45
"AT3G06019",2,0,0,0,1,0,0,0,0,0,0,0
"AT3G06020",3,7,0,4,11,3,14,22,35,1,2,3
"AT3G06030",46,83,130,30,72,39,282,195,284,7,20,33
"AT3G06035",21,56,71,40,120,44,309,201,174,5,15,19
"AT3G06040",51,113,116,315,379,325,510,268,513,12,43,145
"AT3G06050",85,216,313,252,205,214,1584,586,1661,18,25,80
"AT3G06060",111,262,329,232,241,113,760,254,266,33,44,49
"AT3G06070",98,258,167,398,761,138,1115,984,454,26,98,76
"AT3G06080",107,258,248,254,426,93,984,717,344,37,106,75
"AT3G06085",3,1,1,0,2,0,1,1,0,0,0,0
"AT3G06090",1,0,0,0,2,0,0,0,0,0,0,0
"AT3G06100",7,1,5,2,7,4,4,3,4,0,0,0
"AT3G06105",0,0,0,0,0,1,0,0,0,0,0,0
"AT3G06110",56,88,76,195,174,94,411,157,187,9,23,24
"AT3G06120",14,10,12,9,16,6,11,17,41,0,0,2
"AT3G06125",234,627,122,457,1306,452,128,86,64,9,65,68
"AT3G01815",0,0,0,0,1,0,0,0,0,0,0,0
"AT3G06130",75,96,124,209,191,52,802,401,440,26,52,49
"AT3G06140",19,51,60,62,73,28,185,94,112,1,16,12
"AT3G06145",14,12,41,5,16,38,33,13,134,1,2,6
"AT3G06150",219,461,751,167,174,54,1034,341,258,27,42,61
"AT3G06160",6,5,5,9,9,9,2,5,14,0,1,4
"AT3G06170",405,616,446,289,201,54,1916,479,207,13,49,28
"AT3G06180",26,66,77,79,77,25,151,49,35,4,13,6
"AT3G06190",341,584,554,415,353,107,1296,529,656,53,87,81
"AT3G06200",36,86,107,178,123,75,426,178,247,10,15,41
"AT3G06210",104,129,153,120,61,29,452,84,83,32,26,17
"AT3G06220",5,2,5,4,3,2,4,5,14,0,0,0
"AT3G06230",2,0,0,4,1,1,0,0,0,0,0,0
"AT3G06240",40,92,134,138,112,42,525,180,209,3,29,14
"AT3G06250",138,278,299,124,172,60,1055,518,556,20,46,44
"AT3G06260",3,0,0,3,4,1,0,0,0,0,0,0
"AT3G06270",61,138,111,150,165,27,400,204,187,19,42,29
"AT3G06280",2,0,0,1,1,2,0,0,0,0,0,0
"AT3G06290",253,431,391,178,166,53,1292,364,515,21,58,52
"AT3G06300",130,213,441,234,209,79,1360,338,280,5,23,25
"AT3G06310",48,84,101,157,167,111,609,212,425,12,21,37
"AT3G06320",19,30,52,89,127,155,127,56,168,0,8,29
"AT3G06330",118,221,179,210,180,59,623,252,221,11,38,31
"AT3G06335",4,7,0,119,71,46,3,0,5,0,0,0
"AT3G06340",46,144,94,73,90,42,691,271,365,10,36,28
"AT3G06350",183,570,738,347,587,277,1995,1099,1677,34,112,158
"AT3G06360",2,2,6,9,8,1,9,5,4,0,3,0
"AT3G06370",109,125,148,56,66,12,403,140,46,4,16,7
"AT3G06380",405,634,414,381,306,108,1335,334,382,36,63,64
"AT3G06390",17,50,29,48,96,10,244,128,44,3,12,3
"AT3G06400",336,619,578,490,619,145,5375,1982,2188,70,157,158
"AT3G06410",156,375,309,124,185,60,865,377,501,12,53,55
"AT3G06420",39,73,50,138,148,70,844,269,268,18,28,18
"AT3G06430",106,163,237,532,252,168,1481,622,1082,43,34,113
"AT3G06433",28,4,3,11,15,6,2,2,4,0,0,0
"AT3G01835",77,55,39,71,92,38,3,0,0,2,3,1
"AT3G01845",99,100,56,82,101,35,3,5,1,3,6,3
"AT3G06435",659,458,240,281,247,88,77,22,21,4,19,21
"AT3G06436",5,1,1,2,1,1,0,0,1,0,0,0
