Gene.ID,WTD_N_F.FC,WTD_N_F.p,WTD_N_F.q,WTDL_N_F.FC,WTDL_N_F.p,WTDL_N_F.q,WTWL_N_F.FC,WTWL_N_F.p,WTWL_N_F.q
AT1G02170,0.752548969,0.00040395,0.001215325,0.553109463,0.004034589,0.009694066,0.188562738,0.396701633,0.507451963
AT1G02180,0.076272329,0.833833016,0.888803263,0.103445791,0.759199281,0.814843401,-0.421097453,0.315652385,0.426063349
AT1G02190,-0.534880245,0.688475702,0.779653468,3.237809329,0.057988144,0.102282892,2.121398026,0.226004109,0.326899126
AT1G02205,-1.008253883,3.12E-08,1.65E-07,-0.716176021,7.27E-05,0.000240164,-1.199417175,0.000510151,0.001473414
AT1G04093,-1.623434081,0.861041829,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G02210,0,1,NA,0,1,NA,0,1,NA
AT1G02220,0.443938416,0.329300079,0.447287733,0.176689635,0.5014121,0.597679908,1.54013218,0.003643011,0.00900685
AT1G02228,-1.989978351,0.828711297,NA,0,1,NA,0,1,NA
AT1G02230,1.303928802,0.14145454,0.225302308,1.154317953,0.222942511,0.317281262,1.93818717,0.092462221,0.15693705
AT1G02250,-3.312594178,0.544522454,NA,0.164573649,0.976282616,NA,1.537260421,0.781241698,NA
AT1G02260,-0.858255684,7.43E-05,0.000252464,-0.81948209,5.00E-05,0.000169569,-1.037091031,0.000422731,0.001237557
AT1G02270,-0.32812422,0.179334478,0.273894436,-0.158398568,0.398362023,0.499810166,0.230759587,0.27927963,0.387188561
AT1G02280,2.636339145,9.92E-142,3.47E-139,1.012303247,1.58E-21,2.61E-20,2.252436609,3.65E-89,3.47E-87
AT1G02290,0.614603166,0.060776333,0.110439053,0.115292215,0.653187662,0.72911638,0.364279357,0.285131507,0.393536411
AT1G02300,-0.669961415,0.005210854,0.012644891,-0.08402645,0.716489996,0.781373751,0.663707539,0.006630265,0.015532538
AT1G02305,1.267953922,9.39E-30,1.99E-28,0.336818051,0.002516933,0.006323752,-0.283753334,0.037905453,0.073244294
AT1G04097,0,1,NA,0,1,NA,0,1,NA
AT1G02310,-1.912602934,0.001624823,0.004376233,-1.355439018,0.007369507,0.016628303,0.964857212,0.134661138,0.213998492
AT1G04103,-0.116373538,0.908496953,0.940140654,0.872683024,0.487271128,0.584812624,1.537281471,0.39441722,0.50535223
AT1G02320,0.071082196,0.993874708,NA,0,1,NA,0,1,NA
AT1G02330,1.533825988,2.86E-07,1.35E-06,1.878116815,1.63E-13,1.45E-12,1.451835523,1.34E-06,5.49E-06
AT1G02335,-0.887927616,0.002112927,0.005579324,-0.791131409,0.001263562,0.003382875,-1.95287623,2.12E-05,7.50E-05
AT1G02340,1.614716056,3.94E-40,1.24E-38,1.985685331,6.04E-52,4.29E-50,2.069090496,4.45E-10,2.58E-09
AT1G02350,-1.191994593,0.011927299,0.026547144,-0.971664227,0.082747027,0.138743546,0.46482644,0.450414028,0.558097915
AT1G02360,1.047284875,0.000637504,0.001855929,0.506000882,0.004035011,0.009694182,-1.150257367,1.74E-05,6.24E-05
AT1G02370,-0.742609439,0.059807739,0.108930429,-0.383979951,0.231672491,0.327390441,-0.070277257,0.862529363,0.904560402
AT1G02380,2.598308449,0.017638854,0.037512906,2.248962292,6.41E-05,0.000213337,3.219557509,3.46E-05,0.00011901
AT1G02390,-1.141155358,0.047304042,0.089200998,0.486597289,0.358802868,0.46051138,-0.63138296,0.37594071,0.487537309
AT1G02400,0.495031927,0.000226774,0.000714171,-0.076921209,0.662366871,0.736707224,-0.147212898,0.574620426,0.66951031
AT1G02405,0.074794247,0.975959251,NA,0,1,NA,2.499071148,0.365280063,NA
AT1G02410,-0.644832721,0.005292932,0.012826767,-0.815000255,3.44E-05,0.000119059,0.060821852,0.798622215,0.855000667
AT1G02420,-0.631876349,0.076263387,0.133896779,-0.138106843,0.631779335,0.711556789,0.002589695,0.994677555,1
AT1G04117,-0.037385514,0.979396328,NA,2.535352014,0.043525383,0.079651328,-0.306565759,0.853393692,0.898413201
AT1G02430,0.58860079,0.58754232,0.69683515,2.414702627,0.015361335,0.032032905,2.536121148,0.053118137,0.09765303
AT1G04123,-3.529014967,0.109667691,NA,-1.020574708,0.606466881,NA,-0.869932148,0.698621307,0.774478394
AT1G02440,0.263571217,0.892754825,NA,2.104227631,0.368941029,NA,2.42963487,0.30216943,NA
AT1G02450,-1.224388224,0.772607082,NA,0.925774593,0.823345988,NA,2.499058032,0.557106621,NA
AT1G02460,-1.879143451,0.003259857,0.0082798,-0.306511525,0.632291479,0.71188656,-0.472443625,0.523306493,0.624311258
AT1G02470,-1.195700933,0.163340812,0.253822614,0.426988396,0.49646123,0.593085459,-2.157323898,0.095764431,0.161684024
AT1G02475,-0.554369564,0.024880383,0.050939672,-0.024339618,0.889290495,0.917489407,0.47734777,0.009870697,0.022303316
AT1G02480,-1.637136709,0.859599298,NA,-0.797186233,0.931504932,NA,2.498973176,0.787594235,NA
AT1G02490,0.119369144,0.970442928,NA,2.635630295,0.422099584,NA,2.472149289,0.458304495,0.565282763
AT1G02500,0.980164328,3.06E-21,4.23E-20,0.380398944,0.000140688,0.000444546,-0.348574302,0.001388013,0.003706128
AT1G02510,-2.613577676,0.77700853,NA,1.624577489,0.860405417,NA,3.40103585,0.7132887,NA
AT1G02520,-0.688757223,0.006942402,0.016332278,0.323222074,0.104537894,0.169005098,-1.134724531,0.002057771,0.005330441
AT1G02530,-0.607908454,0.490756864,0.608817894,2.154686994,0.031088447,0.059447669,4.356920721,0.000695364,0.00196059
AT1G02540,-0.762501169,0.934020615,NA,2.037689473,0.825749463,NA,2.498973176,0.787594235,NA
AT1G02550,1.074349985,0.907173051,NA,0,1,NA,0,1,NA
AT1G02560,0.108441846,0.423580077,0.544534148,-0.05575913,0.638526859,0.716824255,1.116672254,1.16E-21,1.38E-20
AT1G02570,-1.221417204,0.172818472,0.265860771,1.203985133,0.297748232,0.397835277,-1.385098091,0.181752586,0.274138585
AT1G02575,-0.038001237,0.980414754,0.987786588,2.397695092,0.180425768,0.2666842,0.886328144,0.576247884,0.67115069
AT1G02580,-2.36957279,0.043320946,0.082549012,0.172094351,0.898422216,0.924449507,2.430941316,0.150499451,0.234694173
AT1G04127,-2.535977132,0.783497665,NA,-2.912116222,0.752229848,NA,-0.808060742,0.930312789,NA
AT1G02590,-0.863550612,0.858011001,NA,4.335096574,0.375923019,NA,3.349631306,0.50150018,NA
AT1G02600,2.854732635,5.40E-06,2.17E-05,4.890432208,9.01E-13,7.45E-12,6.239068121,2.67E-15,2.24E-14
AT1G02610,0.630671165,0.018965156,0.03999257,0.861339404,0.010448611,0.022705702,1.128858613,0.001948166,0.005067036
AT1G02620,-0.157032797,0.819267561,0.877782222,1.762142461,0.151158114,0.23026782,0.646173021,0.685170693,0.763675787
AT1G04133,-0.693741497,0.772832941,NA,-0.184795305,0.944432376,0.958534994,0,1,1
AT1G04137,-1.637136709,0.859599298,NA,1.956881538,0.832612385,NA,3.388815578,0.714287658,NA
AT1G02630,-0.599183528,0.765747901,NA,1.684364782,0.468763231,0.567437574,-1.620421709,0.475312736,0.580942481
AT1G02640,-1.096100924,2.58E-21,3.59E-20,-1.94645629,1.46E-46,8.20E-45,-2.573285668,5.85E-48,1.94E-46
AT1G02650,-1.49523794,0.038212931,0.074116257,0.32872022,0.658925353,0.734042899,-0.654365608,0.421809362,0.531098703
AT1G02660,-0.365001261,0.01069732,0.024094795,-0.522390806,0.001746141,0.004532321,-1.046718016,8.59E-06,3.19E-05
AT1G02670,-1.109105171,0.048362397,0.090809269,-0.079538606,0.895626163,0.922193754,0.020652358,0.97667253,0.990941946
AT1G02680,1.055809421,2.57E-05,9.37E-05,1.197323273,1.99E-08,1.06E-07,1.620617203,1.52E-10,9.14E-10
AT1G02681,-0.749168119,0.784089356,NA,-1.293987554,0.64004131,NA,-1.85923432,0.491545433,NA
AT1G04143,-1.623436712,0.861041606,NA,-0.797186233,0.931504932,NA,0,1,NA
AT1G02690,-0.271627018,0.2923358,0.406773704,-0.535080111,0.010320667,0.022453981,-0.647755692,0.005923983,0.014033304
AT1G02700,-0.703624524,0.318765759,0.435917065,0.328007803,0.67334721,0.746202867,2.268201894,0.051284199,0.094839226
AT1G02705,0.385308795,0.715777768,0.801349174,2.945520586,7.59E-05,0.00025023,-0.035512777,0.949058858,0.972036519
AT1G02710,0.849740306,0.92670148,NA,3.098273671,0.7370229,NA,2.498973176,0.787594235,NA
AT1G02720,0.758451948,0.007128294,0.016709628,-0.277475496,0.175368049,0.260498657,-0.191580173,0.458884788,0.565830447
AT1G02730,-1.051952896,4.37E-06,1.77E-05,-1.269585505,6.61E-12,5.00E-11,-2.6222281,5.45E-36,1.21E-34
AT1G02740,-0.459626885,0.12218618,0.199455162,-0.609949259,0.017272346,0.035603302,-0.09671764,0.814414507,0.867155487
AT1G02750,1.628650175,2.45E-16,2.54E-15,0.871237952,7.35E-07,3.21E-06,1.577782931,2.40E-11,1.53E-10
AT1G02760,3.237756003,0.000568448,0.001668624,1.965109943,0.013942467,0.029397614,4.470964455,9.51E-06,3.52E-05
AT1G02770,-0.619506988,0.357333406,0.477309817,0.82533976,0.221247643,0.315254791,0.646147188,0.685636567,0.764071213
AT1G02780,1.975870237,3.62E-127,9.50E-125,1.20616186,2.80E-67,3.27E-65,1.885918244,1.02E-174,6.52E-172
AT1G02790,-1.623434081,0.861041829,NA,0.995126214,0.91440958,NA,0,1,NA
AT1G02800,-0.881646805,0.000248846,0.000778042,-2.533273012,0.000127902,0.000407016,-1.522717552,0.091724555,0.155858092
AT1G02810,-1.316911054,7.25E-06,2.86E-05,-1.046896163,0.001872087,0.004832657,-2.416093031,6.69E-09,3.50E-08
AT1G02813,0.997776298,0.90933345,NA,2.594251191,0.7667859,NA,0,1,NA
AT1G02816,0.285574901,0.131159156,0.211363248,0.290618251,0.102575417,0.166329511,0.242376506,0.231399929,0.33302705
AT1G02820,1.782388618,0.177647912,0.271893755,0.728347619,0.132796887,0.207133148,2.269916405,5.38E-10,3.10E-09
AT1G02830,1.055448728,0.909257169,NA,1.910810979,0.836530142,NA,-0.313868206,0.972950812,NA
AT1G02840,1.269653509,7.11E-36,1.96E-34,-0.159925255,0.12716399,0.199687353,-0.539946311,3.36E-05,0.00011569
AT1G02850,-0.604182771,0.000111451,0.000367048,-0.953954162,1.03E-09,6.29E-09,-1.011532323,8.38E-06,3.12E-05
AT1G02860,0.379467328,0.036804577,0.071771488,0.878613927,3.19E-07,1.46E-06,0.600211912,0.025139717,0.051142025
AT1G04147,0,1,NA,0,1,NA,0,1,NA
AT1G02870,2.013596785,1.14E-11,8.44E-11,1.057172907,5.67E-07,2.51E-06,2.08030831,4.11E-21,4.76E-20
AT1G04153,-1.657405114,0.858156003,NA,0,1,NA,0,1,NA
AT1G02880,-1.499983392,1.18E-15,1.16E-14,-0.745497323,1.91E-08,1.02E-07,-0.692342578,0.002215358,0.005706947
AT1G02890,-0.533122636,1.03E-07,5.09E-07,-0.597460899,9.94E-13,8.17E-12,-1.0981667,2.95E-22,3.59E-21
AT1G02900,2.42310535,3.44E-21,4.74E-20,2.142081638,1.72E-20,2.66E-19,1.359269485,5.85E-10,3.36E-09
AT1G02910,-0.497381084,0.00725289,0.016977101,-0.588217807,3.11E-05,0.000108005,-0.06162476,0.689335431,0.767353932
AT1G02920,0.611635285,0.036774029,0.071728577,0.784064232,0.001031864,0.002812146,0.460910945,0.12125658,0.196572095
AT1G02930,-0.627973019,0.036624159,0.071490459,0.867050769,9.60E-08,4.69E-07,1.518163649,1.04E-16,9.47E-16
AT1G02940,-3.02763152,0.048939299,0.091728413,-1.704534418,0.247444664,0.344653476,-0.638298271,0.60572942,0.696523004
AT1G02950,-0.116299889,0.775899288,0.846939898,0.211454231,0.519948342,0.614527438,0.318504992,0.487443585,0.59149934
AT1G02952,-1.623434081,0.861041829,NA,0,1,NA,0,1,NA
AT1G02960,0.01870158,0.941120361,0.962260488,0.435822856,0.096524064,0.158126746,0.125587878,0.696180419,0.772566492
AT1G02965,-2.401246621,0.795414233,NA,0,1,NA,-0.331209186,0.971454899,NA
AT1G02970,-0.413217528,0.398628824,0.520007183,0.000620758,0.998872333,0.999603825,-0.062499709,0.86857472,0.908604857
AT1G02980,-1.949029426,0.07165784,0.126888382,2.65249296,0.082960959,0.139075306,2.499076442,0.174239632,0.264986029
AT1G02990,-0.361341479,0.055165724,0.101740958,0.546218927,0.001068829,0.002905567,0.745001622,0.000452697,0.001321067
AT1G03000,-1.252957997,1.58E-13,1.34E-12,-0.963915919,9.61E-14,8.67E-13,-1.172921751,8.90E-11,5.46E-10
AT1G03010,-1.016979966,0.27392875,0.386108949,0.520541199,0.644444343,0.72156423,0.954278369,0.506604464,0.609506754
AT1G03020,-1.952031651,0.252754276,0.361871723,1.041210958,0.559241101,0.648496084,3.026994301,0.012448844,0.027432529
AT1G03030,-1.406805654,7.19E-13,5.86E-12,-1.080008429,9.28E-09,5.11E-08,-0.050974677,0.804109431,0.859170018
AT1G03040,-0.955243364,5.53E-09,3.18E-08,-0.586884007,1.11E-06,4.71E-06,-0.672917116,0.000348835,0.001037117
AT1G03050,-0.205505861,0.968960929,NA,2.077390946,0.702286422,NA,4.447226201,0.409193033,0.518775074
AT1G03055,-2.09038558,0.150208721,0.236509025,0.930560478,0.019064104,0.038794608,1.774003561,0.000400486,0.001177632
AT1G03060,-0.908374612,6.63E-18,7.55E-17,-0.750123985,8.82E-15,8.72E-14,-1.344696204,1.16E-31,2.14E-30
AT1G03070,-1.429883429,0.001242382,0.003423789,-0.431082426,0.304742011,0.405157539,-2.415782883,0.022469659,0.046247218
AT1G03080,0.447151738,0.000959841,0.002706442,0.775751685,6.49E-10,4.06E-09,0.739436041,3.25E-06,1.28E-05
AT1G03090,-0.247589856,0.01297634,0.028594032,-0.41455535,0.00072451,0.002032321,-1.118628055,5.55E-12,3.70E-11
AT1G04157,-1.623434081,0.861041829,NA,0,1,NA,0,1,NA
AT1G03100,-1.961725142,0.000106411,0.000351646,0.709953898,0.119590104,0.189516447,0.301767498,0.523685161,0.624580715
AT1G04163,-3.04556558,0.35495505,0.474663024,-0.361901481,0.911457201,0.934012502,0,1,1
AT1G03103,-1.637136589,0.859599308,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G03106,0.116896837,0.609286054,0.715315515,0.338673086,0.264713325,0.362787901,2.217960734,0.007424918,0.017221102
AT1G03110,0.211786376,0.458058206,0.577005948,-0.257417351,0.17865529,0.26445872,-0.21102476,0.364971559,0.476750598
AT1G03120,-0.251248873,0.797836758,0.862847455,1.578777501,0.163101731,0.24533766,1.533479787,0.241710551,0.34470455
AT1G03130,3.420659474,1.46E-35,3.99E-34,2.522762654,7.02E-99,2.68E-96,2.586107497,4.79E-116,8.96E-114
AT1G03140,1.734223626,1.01E-37,2.94E-36,0.547311735,2.03E-05,7.26E-05,1.113154413,3.37E-09,1.81E-08
AT1G03150,0.693153346,0.004648184,0.011420308,0.578209802,0.00150747,0.003965548,1.424258579,7.57E-12,5.01E-11
AT1G04167,0.05889866,0.994925518,NA,0,1,NA,2.498973176,0.787594235,NA
AT1G03160,-1.522120284,3.51E-29,7.21E-28,-1.630665225,8.97E-51,6.03E-49,-1.209813775,3.82E-18,3.80E-17
AT1G03165,-1.538076134,0.077962019,0.136309079,-1.696919694,0.038212295,0.071290078,-1.369476288,0.256494369,0.361391042
AT1G04173,-1.623434081,0.861041829,NA,0,1,NA,3.493247928,0.705767219,NA
AT1G03170,-0.406346295,0.533317877,0.648332753,-0.020499738,0.974153182,0.981144079,-0.792930823,0.494367892,0.598053186
AT1G03180,-0.954829161,0.040335493,0.07765908,0.344431193,0.393384797,0.495072107,1.010762486,0.024683097,0.050318278
AT1G03190,-1.420746358,2.29E-08,1.23E-07,-1.464915247,7.40E-11,5.06E-10,-1.377039879,4.25E-06,1.64E-05
AT1G04177,-0.661678757,0.943122342,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G03200,-0.290375272,0.565259567,0.676490747,-0.132471996,0.795562775,0.844411409,0.427467212,0.592188177,0.685172819
AT1G03210,-0.208911149,0.237659854,0.344153219,-0.117903298,0.478847299,0.576740329,0.877632497,0.000521113,0.001502393
AT1G03220,-0.859953208,1.92E-13,1.63E-12,-0.989124612,1.81E-19,2.57E-18,-1.877572121,8.36E-41,2.16E-39
AT1G03230,-1.213961603,2.49E-12,1.95E-11,-1.338063072,1.96E-15,2.04E-14,-2.292635142,5.50E-32,1.03E-30
AT1G03240,-0.502736661,0.867986173,NA,0.94594051,0.733577147,NA,-0.823608375,0.782959933,NA
AT1G03250,0.431037239,0.038387382,0.074414509,0.035174798,0.828631521,0.870507337,0.912439814,1.81E-07,8.18E-07
AT1G03260,-0.699418774,0.002757902,0.0071088,-0.7564849,7.58E-05,0.000249847,0.015359478,0.945376281,0.969300492
AT1G03270,-2.200678493,2.27E-05,8.32E-05,-1.587129071,0.000121826,0.000388969,-1.72025361,0.001429819,0.003807777
AT1G03280,0.625381808,0.003586074,0.009026458,0.56871633,0.003011689,0.007455,0.567450163,0.01097259,0.024499305
AT1G03290,-0.78548001,5.74E-06,2.29E-05,0.082866725,0.65585158,0.731319351,-0.146386944,0.624067965,0.71192659
AT1G03300,-0.718655868,0.170578629,0.262912766,1.283859192,0.00084123,0.002331273,0.246487171,0.645736098,0.730135637
AT1G03310,-0.347643329,0.186762367,0.283144607,0.13366779,0.362916287,0.464685227,0.011447249,0.941017644,0.96601968
AT1G03320,1.082067305,0.163646602,0.254172362,1.945685042,0.03930467,0.073008559,1.914771229,0.049400898,0.091769783
AT1G03325,-1.307748423,0.88728458,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G03330,2.346378576,2.82E-19,3.47E-18,2.251631722,1.64E-20,2.54E-19,3.583235862,3.22E-45,9.79E-44
AT1G03340,0.288606731,0.493487744,0.611462459,0.547763171,0.171713672,0.255973653,-0.334623334,0.623890928,0.711842703
AT1G03350,1.636610016,1.89E-14,1.72E-13,1.309191805,3.43E-17,4.09E-16,0.76369703,9.89E-05,0.000320649
AT1G03360,0.051412021,0.880388765,0.920781704,-0.980642441,6.56E-05,0.000218364,-0.682950296,0.016919928,0.036035241
AT1G03365,-0.412311478,0.095641713,0.162363393,-0.107893716,0.628569188,0.708863763,0.273188275,0.345251057,0.457089205
AT1G03370,-0.310471569,0.035289245,0.069218357,-0.636377426,4.71E-07,2.10E-06,-0.989793293,5.51E-08,2.62E-07
AT1G03380,-0.642921026,1.80E-08,9.78E-08,-0.580854081,4.30E-09,2.46E-08,-1.174627053,3.64E-13,2.65E-12
AT1G03390,-1.843368299,0.76797433,NA,0.997090816,0.875287565,NA,5.179064534,0.410353165,0.519873356
AT1G03395,-3.039675824,0.543815941,NA,-0.552466696,0.91285349,NA,-0.314525561,0.950204403,NA
AT1G03400,-0.408247966,0.398028909,0.519455587,0.773341852,0.065119744,0.113231859,-0.156622193,0.689255751,0.767296281
AT1G03410,0.948187451,3.15E-05,0.000113432,1.027619228,2.28E-08,1.21E-07,0.785729804,0.016231482,0.03475738
AT1G04183,0.181161982,0.393774132,0.515328805,0.744347296,0.000212563,0.000651439,1.103571534,8.32E-07,3.49E-06
AT1G03420,0.18790115,0.382695373,0.503761255,0.732414558,0.000329396,0.000981911,1.096282399,1.29E-06,5.27E-06
AT1G03430,-0.476898649,0.003282115,0.008332973,-0.701422948,4.90E-06,1.91E-05,-0.058781379,0.772173001,0.833725
AT1G03440,-1.576619718,1.29E-08,7.13E-08,-1.124467163,4.63E-07,2.07E-06,-1.8827867,8.11E-12,5.35E-11
AT1G03445,-1.677343985,0.008721977,0.020030571,-1.096272037,0.09291529,0.153064691,0.436101816,0.627522895,0.71474164
AT1G03457,0.385281619,0.088069061,0.151250867,0.393465953,0.0145973,0.030619187,0.996500521,4.74E-05,0.000160789
AT1G03470,0.529983591,0.07947305,0.138518342,1.037032725,0.001465579,0.003863178,0.63947031,0.171002587,0.260870691
AT1G03475,-0.26439061,0.042609155,0.081371179,-0.313814348,0.003263486,0.008020174,0.328943674,0.002610173,0.006633948
AT1G03490,-1.261394373,0.890806747,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT1G03495,-1.338985144,0.224717063,0.328844233,0.840037116,0.045588388,0.082935602,0.383444429,0.678527904,0.757930105
AT1G04187,-8.691299766,2.57E-74,2.05E-72,-6.7994021,3.37E-46,1.85E-44,-2.03014046,0.000108374,0.000348982
AT1G04193,-6.46957733,7.92E-92,9.28E-90,-4.898647331,2.74E-52,1.96E-50,-0.511207747,0.126735562,0.203752928
AT1G03502,0.315984902,0.355263239,0.475012269,-0.47998333,0.079493886,0.134181463,-1.075442304,0.007100983,0.016529703
AT1G03506,-1.046898722,4.08E-05,0.000144526,-0.814444518,0.002347094,0.005939566,0.565513163,0.048760923,0.090752519
AT1G04197,-1.309722786,6.56E-06,2.60E-05,-1.473218007,1.42E-06,5.97E-06,-1.179871595,0.00454387,0.011026009
AT1G03510,0.176727141,0.745653908,0.824146085,1.97796878,0.020004398,0.040470171,0.538838431,0.555551356,0.653124603
AT1G03515,0.963242763,0.91643515,NA,0.99513607,0.91417155,NA,2.498973769,0.787019519,NA
AT1G03520,-0.954326318,8.47E-07,3.76E-06,-0.439750334,0.009862696,0.021584208,-0.427357544,0.075901567,0.132785508
AT1G03530,-0.357178613,0.246791625,0.354928512,0.052249269,0.823634251,0.866554814,-1.031678985,0.003394129,0.00844465
AT1G03540,-1.132579469,0.053489064,0.099006802,-1.045138045,0.079962643,0.134851887,-2.88566646,0.008360685,0.019181257
AT1G03550,-1.401240773,1.41E-07,6.89E-07,-1.114133101,1.29E-05,4.74E-05,-1.61482577,0.000466561,0.001357493
AT1G03545,-0.050133037,0.949653397,0.968018525,1.789587761,0.038490332,0.071736629,-0.043844667,0.972021073,0.987701639
AT1G03560,0.237268699,0.506849749,0.623896997,1.06915929,0.000360012,0.001064256,0.362874761,0.321523107,0.432606699
AT1G03570,4.549243149,7.83E-12,5.87E-11,6.118477261,1.32E-14,1.28E-13,10.11441742,6.24E-15,5.12E-14
AT1G03580,-0.063736814,0.949186675,0.967741684,1.77214035,0.049563028,0.089123517,-3.635582874,0.004129147,0.010107024
AT1G03590,0.156720678,0.270961519,0.382718903,0.349305695,0.003394232,0.008304545,0.317164423,0.093792979,0.158833171
AT1G03600,3.228604737,9.99E-108,1.66E-105,1.043914412,5.00E-26,1.07E-24,2.171059363,2.95E-96,3.35E-94
AT1G03610,-0.36435858,0.011439627,0.025570155,-0.25031291,0.10320084,0.167187035,-0.548648569,0.007313886,0.016986493
AT1G03620,-1.222489022,0.063210783,0.114187367,0.797435582,0.226191529,0.321000598,1.323526864,0.113240747,0.185689022
AT1G03630,0.253525778,0.23833384,0.344950748,0.331363857,0.012218055,0.026158949,0.901262671,1.20E-13,9.02E-13
AT1G03640,-1.623434081,0.861041829,NA,-0.797186233,0.931504932,NA,0,1,NA
AT1G03650,1.436361149,0.001810336,0.004837101,1.303560087,0.000795634,0.002213893,2.581075873,4.93E-09,2.60E-08
AT1G03660,0.040891895,0.937971774,0.960545021,0.855892015,0.086056271,0.143430802,1.107120328,0.042656155,0.081001644
AT1G04203,0,1,NA,-1.554339241,0.866724416,NA,0,1,NA
AT1G03670,-1.810658449,0.843985236,NA,0.269057807,0.976680475,NA,0,1,NA
AT1G03680,-1.007058487,7.20E-09,4.09E-08,-0.89117612,4.90E-09,2.79E-08,1.444558438,2.54E-21,2.98E-20
AT1G03687,0.38878444,0.123713586,0.201595766,-0.300990138,0.171288383,0.255399266,0.137848819,0.544490633,0.643038435
AT1G03700,0.019861219,0.978103836,0.986409447,-0.019786358,0.955121363,0.966613231,-0.044736122,0.958139751,0.978520392
AT1G03710,-0.893394167,0.761738599,NA,2.910069635,0.326463266,NA,-0.262331049,0.932495148,0.959347103
AT1G03720,-1.049886246,0.900704847,NA,-0.543922949,0.948989076,NA,2.384938622,0.778940941,NA
AT1G04207,-1.623437878,0.861041507,NA,0,1,NA,0,1,NA
AT1G03730,-0.174151057,0.504270299,0.621268309,0.598297313,0.009142573,0.020154336,0.417577492,0.103003622,0.171662303
AT1G03740,-0.156030273,0.342588106,0.46168712,0.093037151,0.48596622,0.583636012,-0.157392726,0.426093421,0.535267821
AT1G04213,-0.332876943,0.517514288,0.633710987,0.403802746,0.36056433,0.46237429,-0.348933651,0.540057683,0.639257642
AT1G03743,-1.582760907,7.70E-09,4.36E-08,-0.491131746,0.058052116,0.102374865,0.548764747,0.056972828,0.103836629
AT1G03746,-0.924326294,0.008504092,0.019574798,-0.094392749,0.75177276,0.808911228,0.82838546,0.009721556,0.022004052
AT1G03750,-0.31328568,0.334944214,0.453340839,0.201193467,0.488410061,0.585866428,-0.640626207,0.158098607,0.244452151
AT1G03760,1.856145588,5.61E-06,2.24E-05,0.310480824,0.32229366,0.423869546,0.972747385,0.004287093,0.010458471
AT1G03770,0.733794564,0.039128006,0.075681327,0.645462462,0.073417504,0.125518977,0.720968858,0.118858151,0.193364147
AT1G03780,0.61096557,0.061376343,0.111362373,0.848438992,0.002697571,0.00673718,0.319752727,0.245646155,0.349051941
AT1G03790,-1.603891001,9.36E-12,6.98E-11,-1.298539372,6.25E-07,2.76E-06,-0.867713508,0.197578101,0.293512604
AT1G03800,1.604294083,0.081715677,0.141760183,1.768121158,0.114803528,0.183014601,1.047198583,0.302946256,0.41310853
AT1G03810,-2.163802423,0.815368059,NA,1.778965161,0.847232167,NA,0,1,NA
AT1G03820,-0.858732747,0.063115535,0.11404802,0.724556449,0.177152575,0.26260859,0.317271027,0.59109305,0.68429785
AT1G03830,0.107862962,0.757346691,0.832603019,0.001236648,0.996447953,0.997716041,-0.049837174,0.864010784,0.905345344
