Gene.ID,WTD_SM_P.FC,WTD_SM_P.p,WTD_SM_P.q,WTDL_SM_P.FC,WTDL_SM_P.p,WTDL_SM_P.q,WTWL_SM_P.FC,WTWL_SM_P.p,WTWL_SM_P.q
atU2-14,1.851758743,1.41E-12,5.42E-11,1.53871119,5.34E-10,1.39E-08,1.022991363,4.63E-05,0.000351537
atU2-15,2.359931721,6.83E-10,1.97E-08,2.706891086,6.42E-15,3.28E-13,1.251171344,5.42E-05,0.00040514
atU2-16,4.918820633,2.47E-12,9.28E-11,1.368339809,0.398194435,0.634937006,-2.072651944,0.062108491,0.160799812
atU2-17,0,1,1,0,1,1,0,1,1
atU2-18p,0,1,NA,0,1,NA,0,1,NA
atU2-8,2.03986315,1.43E-10,4.50E-09,2.090391882,4.22E-13,1.66E-11,1.050493377,0.00010845,0.000748663
atU4.1,2.170367075,3.74E-11,1.25E-09,2.476179873,1.10E-13,4.85E-12,1.936888681,3.38E-10,6.63E-09
atU4.2,1.15895568,0.000243886,0.002532343,2.393445307,1.21E-14,6.00E-13,2.656994177,6.84E-18,3.56E-16
atU4.3p,0,1,NA,0,1,NA,0,1,NA
atU4-10,4.846182285,0.575601238,NA,0,1,NA,0,1,NA
atU4-11p,0,1,NA,0,1,NA,0,1,NA
atU4-4,1.345123742,4.58E-05,0.000573047,2.295722223,2.32E-12,8.27E-11,2.503837408,1.24E-14,4.50E-13
atU4-5,2.202803299,9.34E-10,2.64E-08,2.031589258,3.18E-08,6.25E-07,1.959206665,2.63E-09,4.45E-08
atU4-6,1.027639152,0.005252195,0.033371657,2.322353278,8.93E-11,2.55E-09,2.398846891,8.58E-12,2.13E-10
atU4-7,1.889591763,6.56E-06,9.93E-05,2.014505261,3.89E-07,6.31E-06,2.517239505,1.34E-12,3.74E-11
atU4-8,0.92738211,0.009905925,0.055408936,2.429634423,2.63E-12,9.35E-11,2.360713963,4.55E-12,1.17E-10
atU4-9,5.325159801,1.07E-26,1.18E-24,2.836432803,5.41E-05,0.000515206,1.085029327,0.023674674,0.074840048
atU4atac,4.050278599,2.32E-20,1.75E-18,3.550025852,6.11E-15,3.15E-13,3.579321297,2.32E-16,1.02E-14
atU5.1,6.25009225,7.87E-23,7.02E-21,1.955437766,0.065385793,0.183130908,-3.025821034,0.005070009,0.021175917
atU5.1b,5.11084094,2.50E-44,6.57E-42,2.030182467,1.27E-07,2.25E-06,-1.693302673,6.57E-06,6.05E-05
atU5-10,3.878124292,4.06E-15,1.94E-13,3.132112536,0.001389903,0.008560648,-1.486430263,0.024101906,0.075915407
atU5-11,4.325651722,8.16E-08,1.76E-06,2.211874057,0.198371763,0.405549673,-0.204231987,0.813981082,0.933623454
atU5-12,5.848044894,6.89E-22,5.75E-20,0.935943494,0.422687881,0.657353314,-2.822178691,0.009726304,0.036514016
atU5-13,4.846356724,0.004800658,0.031268015,3.173669335,0.064780384,0.181933083,0.283300053,0.844502639,0.950813891
atU5-2,5.106832373,3.95E-25,3.92E-23,2.115469066,0.001546787,0.009346395,-2.012993762,0.000812065,0.004394545
atU5-3,5.09885268,3.08E-43,7.69E-41,2.059108291,1.14E-07,2.04E-06,-1.68877976,8.72E-06,7.83E-05
atU5-4,4.87732281,1.76E-44,4.70E-42,2.056876791,7.18E-08,1.33E-06,-1.721069781,2.33E-06,2.37E-05
atU5-5,4.900361618,4.66E-50,1.62E-47,2.011235713,1.57E-08,3.24E-07,-1.888944914,4.85E-08,6.87E-07
atU5-6,5.186057814,7.90E-44,2.03E-41,2.328782521,9.84E-09,2.09E-07,-1.337501178,0.000518546,0.002977039
atU5-7,5.694725145,8.55E-18,5.22E-16,1.31540393,0.354628565,0.590625498,-0.73527918,0.319885873,0.52046734
atU5-8,4.364939879,9.00E-10,2.55E-08,2.310561072,0.146628651,0.331008365,-0.975152823,0.284555361,0.479113357
atU5-9,4.72048375,8.11E-15,3.79E-13,2.895587422,0.000762,0.005157317,-2.135968514,0.047476216,0.131282758
atU6.1,2.093523447,9.92E-07,1.79E-05,1.17095594,0.029805783,0.101152245,-2.625610153,4.94E-08,6.98E-07
atU6.26,2.099994139,1.06E-06,1.90E-05,1.190223952,0.027892824,0.096187786,-2.628321428,5.50E-08,7.70E-07
atU6.29,1.956823169,3.96E-05,0.000504931,1.024215982,0.131996143,0.307995076,-3.670183526,9.51E-08,1.27E-06
atU6-2,2.10395601,8.83E-07,1.60E-05,1.170908601,0.029954925,0.101546835,-2.579405618,7.25E-08,9.89E-07
atU6-3,2.004408128,4.01E-06,6.34E-05,1.173899274,0.03214537,0.107368605,-2.555404366,1.45E-07,1.86E-06
atU6-4,2.464710991,2.43E-08,5.65E-07,1.535764607,0.009714707,0.04218638,-2.118138023,2.09E-05,0.00017285
atU6-5,3.965405969,0.012286294,0.06513953,2.160519354,0.089354259,0.230157168,0.921365634,0.502236456,0.696490461
atU6-6,2.926518643,0.024898857,0.109403572,2.302929668,0.143813665,0.326881892,-2.302752722,0.058975455,0.154672792
atU6-7,0,1,NA,0,1,NA,0,1,NA
atU6-8p,0,1,NA,0,1,NA,2.177377434,0.74989633,NA
atU6atac,5.023852372,1.08E-06,1.93E-05,2.511310214,0.072037229,0.196949191,1.734214631,0.014080768,0.049383814
atU6atac2,0,1,1,0,1,1,-0.028916346,0.98368105,1
AT1G01010,-0.086847786,0.859872681,1,0.139711513,0.678403681,0.868418448,-0.457039948,0.342758423,0.544475467
AT1G01020,-0.432344262,0.608186689,0.847196993,2.017119814,3.82E-11,1.16E-09,0.857633175,0.007094476,0.028016466
AT1G03987,0,1,NA,0,1,NA,0,1,NA
AT1G01030,-0.072739363,0.952151298,1,1.092067359,0.075199557,0.203410748,-0.846774183,0.228286253,0.413686995
AT1G01040,0.223002555,0.329093771,0.59209671,0.197969056,0.243525559,0.462190337,-0.173609732,0.311321543,0.509999203
AT1G03993,2.576068089,0.779980524,NA,0,1,NA,0,1,NA
AT1G01050,0.384802838,0.105529525,0.289259184,-0.261441747,0.177297206,0.377635403,0.03074645,0.819012703,0.937732836
AT1G03997,0,1,NA,0,1,NA,0,1,NA
AT1G01060,0.265654312,0.284007875,0.541659073,0.090711246,0.734345063,0.906539576,0.523793885,0.000323393,0.001962788
AT1G01070,-0.577884727,0.427954685,0.691809286,-1.021919948,0.093434128,0.23825277,0.561095715,0.218158111,0.402111165
AT1G04003,0,1,NA,0,1,NA,0,1,NA
AT1G01080,0.469756901,0.202331509,0.43874595,0.099985132,0.607826769,0.818023514,-0.307118339,0.022808888,0.072667617
AT1G01090,0.101774337,0.603933992,0.844440076,-0.653058413,0.000145202,0.001219261,-1.336882814,2.08E-17,1.02E-15
AT1G01100,-0.858965069,0.000202903,0.002164808,-0.705006541,3.65E-06,4.71E-05,-0.859837663,2.77E-12,7.34E-11
AT1G01110,-2.551757091,0.03167326,0.12996439,-0.715827911,0.345198974,0.580523136,0.026423968,0.955966084,1
AT1G01120,-0.755162829,7.48E-07,1.37E-05,-0.236628239,0.05072477,0.15237392,-0.413419304,0.04372085,0.122718933
AT1G01130,-0.574826937,0.635572152,0.868854237,-0.936170949,0.373741982,0.611637385,1.019493731,0.109879932,0.246924822
AT1G01140,-0.511251041,0.038326482,0.148490819,-0.601177314,0.001776371,0.010474853,-0.377562745,0.034880109,0.102241011
AT1G01150,0,1,NA,0,1,NA,-0.329743895,0.949670463,NA
AT1G01160,0.788243347,0.030911776,0.127879955,0.455218108,0.096322908,0.243768371,0.473315839,0.047576723,0.131516003
AT1G04007,4.089126162,0.658837913,NA,0,1,NA,0,1,NA
AT1G01170,0.43145304,0.129124126,0.330277602,-0.708624549,0.00939507,0.041131596,0.512816236,0.002779607,0.012688289
AT1G04013,0,1,NA,0,1,NA,0,1,NA
AT1G01180,-0.13255787,0.770390157,0.957597472,0.339819478,0.202590072,0.410971694,0.971148656,0.007055202,0.027888438
AT1G01190,1.154378974,0.441524887,0.703654249,0,1,1,-0.040210984,0.979772989,1
AT1G01200,0.804083132,0.236783951,0.484409417,0.221564898,0.806981972,0.956619804,0.831592599,0.158611244,0.321501806
AT1G01210,1.003744218,0.128989843,0.330092021,1.902824588,2.37E-08,4.74E-07,1.675595714,1.08E-09,1.95E-08
AT1G04017,0,1,NA,0,1,NA,0,1,NA
AT1G01220,-1.468629416,0.013351128,0.069274035,0.281394469,0.155554488,0.344671748,-0.087142796,0.624684949,0.798666478
AT1G04023,0,1,NA,0,1,NA,0,1,NA
AT1G01225,-0.78717777,0.513911361,0.769428159,-0.564956763,0.468297568,0.698402682,0.394729373,0.502406256,0.696567051
AT1G01230,-0.572745674,0.148419069,0.361224398,-0.043689598,0.881899492,0.998226498,-0.016703224,0.957783658,1
AT1G01240,0.752917154,0.058997225,0.198042536,1.233136174,1.49E-05,0.000165038,1.289037828,1.18E-05,0.000103078
AT1G01250,1.262243835,0.330753645,0.593801764,1.663876702,0.072472479,0.197929295,-1.662475509,0.187802915,0.363373165
AT1G01260,0.417377732,0.164790893,0.385950779,0.545213368,0.043037299,0.134360218,-0.332494359,0.249415113,0.439486816
AT1G01270,0,1,1,0,1,1,2.177412391,0.568073394,0.754085466
AT1G01280,0,1,NA,0,1,NA,0,1,NA
AT1G01290,0.688241628,0.218840681,0.460574881,0.510629628,0.199391856,0.406877669,0.562501838,0.076708021,0.188314876
AT1G01300,-1.250572122,0.000252935,0.002618169,-0.446706345,0.044922493,0.138769542,-0.221387495,0.345657133,0.547797119
AT1G01305,0,1,NA,0,1,NA,0,1,NA
AT1G01310,4.08942837,0.496221879,NA,0,1,NA,0,1,NA
AT1G01320,-0.694189645,3.48E-06,5.55E-05,-0.639170834,1.02E-07,1.84E-06,-0.936639389,4.95E-15,1.90E-13
AT1G01335,0,1,NA,0,1,NA,0,1,NA
AT1G01340,0.252474031,0.766246293,0.955326155,0.578060857,0.19647253,0.403118216,1.027294626,0.009105863,0.034524513
AT1G01350,-0.469942463,0.429790372,0.693770322,0.480097526,0.09152742,0.234387236,0.80537078,0.000155001,0.001027602
AT1G01355,4.846350714,0.037606871,0.146552238,0,1,1,0,1,NA
AT1G01360,-0.088309438,0.86960166,1,0.361052978,0.28491215,0.511125336,-0.151044177,0.705889151,0.85698565
AT1G01370,0.301673053,0.772483387,0.959194838,0.328360221,0.540905769,0.763145182,0.394053847,0.389656335,0.593749297
AT1G01380,-0.1097521,0.901086124,1,-0.070837961,0.93033947,1,-0.33164873,0.716260977,0.864206368
AT1G01390,-0.399021911,0.328448874,0.591296654,0.07941707,0.782099105,0.939615536,-0.815681126,0.036663342,0.106369871
AT1G01400,0,1,NA,0,1,NA,0,1,NA
AT1G01410,0,1,NA,0,1,NA,0,1,NA
AT1G01420,-0.171755333,0.88589722,1,0.560477671,0.158205918,0.348736899,0.089123205,0.802048025,0.925060019
AT1G01430,0.131982206,0.597864069,0.839788171,-0.239781666,0.17233626,0.370135794,0.213019506,0.284816316,0.479462015
AT1G01440,-0.150845833,0.653248716,0.880702944,0.320544243,0.097885578,0.246780983,-0.443178776,0.059264334,0.155213691
AT1G01448,2.957000588,1.34E-15,6.71E-14,2.459805944,1.72E-10,4.79E-09,0.65031393,0.223543036,0.40897735
AT1G01450,0,1,NA,0,1,NA,0,1,NA
AT1G01453,0.794091268,0.557178424,0.806905877,1.289640733,0.388041857,0.626331929,-2.456231194,0.066444487,0.169032615
AT1G01460,0,1,NA,0,1,NA,0,1,NA
AT1G01470,-1.536328252,6.62E-08,1.45E-06,-1.197306545,1.15E-11,3.75E-10,-1.014412322,0.000149762,0.000998289
AT1G01480,0.152994161,0.882288825,1,0.189801681,0.686415692,0.873705103,-2.302697157,0.05845803,0.153657368
AT1G01490,0.258054742,0.326601883,0.589289815,-0.227672497,0.292455414,0.520248876,0.202472109,0.206308733,0.386852246
AT1G01500,-0.910701539,0.277147709,0.533258569,-0.759922944,0.108427725,0.26614078,0.026151215,0.935070969,1
AT1G01510,0.153833744,0.561539236,0.809930888,0.088443829,0.63686188,0.836348227,-0.166098823,0.346986236,0.549238447
AT1G01520,-0.20191129,0.867064766,1,0.048993452,0.943319973,1,0.318822571,0.589637602,0.77130897
AT1G01530,0,1,NA,0,1,NA,4.723669925,0.610270266,NA
AT1G01540,0.463336647,0.034428665,0.137967507,0.153095362,0.308620851,0.540081129,0.710976402,1.79E-06,1.87E-05
AT1G01550,-0.343646302,0.066146828,0.214552509,0.028117315,0.827364485,0.966811834,-0.341861629,0.013625273,0.048069397
AT1G01560,3.348325979,0.011670913,0.062697447,0.979691173,0.469016965,0.698699372,-0.88647765,0.489649016,0.686131801
AT1G01570,0.577687142,0.578765967,0.823328846,-0.782902068,0.366377604,0.603779954,-1.003511422,0.414358644,0.617792082
AT1G01580,-0.735534535,0.143650433,0.35398909,0.465532099,0.211167922,0.421382376,-0.610272266,0.196687542,0.37528481
AT1G01590,3.501521516,0.19930122,NA,4.135454047,0.145246591,NA,0,1,NA
AT1G01600,-0.991563048,0.056955222,0.193637605,-0.310550484,0.658233925,0.852479091,0.039576129,0.959882289,1
AT1G01610,-0.383857373,0.171173208,0.395289173,-0.513645072,0.00675538,0.031519687,0.219026934,0.289036073,0.484378434
AT1G01620,-1.540356606,6.63E-30,8.90E-28,-0.91575601,1.78E-12,6.46E-11,-0.709389872,2.82E-06,2.82E-05
AT1G01630,-0.77671867,0.033899739,0.136564311,-0.348382759,0.072770754,0.198523723,-0.393410153,0.04074175,0.116037713
AT1G01640,0.30620347,0.60891772,0.847640604,0.691851152,0.072863505,0.198690684,1.778272678,0.000580462,0.003286907
AT1G01650,-0.662596036,0.066318678,0.214902738,-0.191766998,0.418949086,0.654049729,0.120470677,0.664857348,0.827668937
AT1G01660,0.964302535,0.443623644,0.705517656,0.984451117,0.471797366,0.701058659,-0.307294577,0.671262593,0.831906342
AT1G01670,2.636903448,0.050136412,0.177879147,1.539430323,0.218282103,0.43046379,0.642449252,0.595096883,0.77555113
AT1G01680,2.437629377,0.101284593,0.282029385,-0.42180017,0.774143136,0.933440539,2.177424705,0.226185568,NA
AT1G01690,-0.093000091,0.928149702,1,-0.027754448,0.964602617,1,-0.032804915,0.939017559,1
AT1G01695,3.650738689,0.355067305,NA,0,1,NA,2.177410683,0.587551252,NA
AT1G04033,4.846155423,0.601318084,NA,4.135292836,0.655697129,NA,0,1,NA
AT1G04037,0,1,NA,0,1,NA,0,1,NA
AT1G01700,-0.019037069,0.98808339,1,-0.717474568,0.580797181,0.798836371,-2.109238472,0.101330948,0.232449995
AT1G01710,-0.182990179,0.658112988,0.884155826,0.200078388,0.435721335,0.669324724,-0.027938307,0.907565566,0.987935198
AT1G01715,-0.245552532,0.840786456,1,0.794530766,0.399080865,0.635690984,0.808366338,0.275225486,0.468729908
AT1G04043,0,1,NA,0,1,NA,1.345402546,0.884464545,NA
AT1G01720,0.126220099,0.603243161,0.843915466,0.611094835,0.000439099,0.003211771,0.077149023,0.711811231,0.861049561
AT1G01725,-0.290519501,0.778618879,0.963302622,0.642110496,0.322167353,0.554842493,1.305275289,0.005107752,0.02129349
AT1G04047,2.969894392,0.078803594,0.240851816,0,1,NA,0,1,NA
AT1G01730,-0.765693556,0.164870825,0.386070349,0.405328902,0.130711465,0.305989455,0.16281933,0.57558989,0.759827209
AT1G01740,0.171394638,0.886546461,1,1.796330653,0.000136903,0.001158452,1.031933108,0.01743865,0.058609705
AT1G01750,-2.77086998,0.019312506,0.091455626,0.367824816,0.50466539,0.731558628,-0.234021131,0.420177032,0.622880371
AT1G04053,2.56442594,0.022735633,0.102694902,0.000540222,0.999670745,1,0.532999971,0.644100716,0.811694662
AT1G01760,-0.695458888,0.559255681,0.808085774,0.683995631,0.225113831,0.439327745,0.855745504,0.079523746,0.193283341
AT1G04057,0,1,NA,0,1,NA,0,1,NA
AT1G01770,1.328055576,1.38E-06,2.41E-05,0.624816482,0.006218632,0.029451695,0.359931019,0.146353792,0.30402591
AT1G01780,0.138742648,0.727441393,0.930286281,-0.24087681,0.39695492,0.634136051,-0.02857773,0.933469787,1
AT1G01790,-0.224507537,0.390796881,0.655915644,-0.095904239,0.476877632,0.705616736,-0.671550917,1.06E-07,1.40E-06
AT1G04063,0,1,NA,0,1,NA,0,1,NA
AT1G01800,-0.224178853,0.453102559,0.714430803,0.257749583,0.208299715,0.417640907,0.380922394,0.014093239,0.049420454
AT1G01810,1.274249452,0.331144859,0.594213474,0.714375332,0.604769318,0.816088702,1.649951551,0.270965585,0.463804184
AT1G01820,-0.013779174,0.964625097,1,-0.063264719,0.776827771,0.935616349,0.212505473,0.270658871,0.46344163
AT1G01830,0.499194711,0.103638134,0.286215381,-0.088590189,0.732579676,0.905060011,-0.265361392,0.332195142,0.533491764
AT1G04067,4.846349196,0.048983733,0.175254658,1.410913355,0.557462171,NA,0,1,NA
AT1G01840,0.117080508,0.927362149,1,-2.377582745,0.064728904,0.181822682,-1.273543243,0.32397127,0.524980521
AT1G01860,-0.06609092,0.929618469,1,-0.728774839,0.13078757,0.30611072,-0.485000852,0.20822041,0.389438358
AT1G04073,0,1,NA,0,1,NA,0,1,NA
AT1G01870,0,1,1,0,1,1,-0.052793179,0.970587952,1
AT1G01880,1.968552489,0.009209073,0.052165884,0.217767405,0.807669465,0.95695405,1.027778048,0.096222947,0.223376659
AT1G01890,0,1,1,2.211874016,0.201175563,0.409354895,-1.04528234,0.437723897,0.639340869
AT1G01900,-0.938912238,0.041879658,0.157111887,-1.106653181,0.005586021,0.026957365,0.431796102,0.285058181,0.479654442
AT1G04077,3.359084593,0.164557241,0.385504858,0,1,NA,0,1,NA
AT1G01910,-0.09151355,0.766954356,0.955770619,-0.245908135,0.217167862,0.428814373,-0.006920213,0.963250124,1
AT1G04083,0,1,NA,0,1,NA,0,1,NA
AT1G01920,0.779037621,0.096456205,0.274268802,0.811530543,0.037470113,0.120952028,0.378660966,0.193942548,0.371819661
AT1G01930,0.825062313,0.02860569,0.120877615,0.153662472,0.59105143,0.807123177,-0.156548817,0.568682228,0.754310127
AT1G01940,-0.162057012,0.847915903,1,0.012557913,0.974513284,1,-0.315654161,0.379449513,0.583255823
AT1G01950,0.048639635,0.882840776,1,-0.065370396,0.805821781,0.956258549,-0.887758083,0.00065042,0.003632504
AT1G01960,-0.662485222,3.24E-05,0.000423212,-0.070626984,0.540866622,0.763132692,-0.789943226,2.84E-11,6.44E-10
AT1G01970,0.391865314,0.30366925,0.564225485,-0.159115076,0.370431388,0.608036561,0.09117987,0.551523955,0.740124233
AT1G01980,0,1,NA,0,1,NA,0,1,NA
AT1G01990,1.445602519,0.000930296,0.008070512,1.732770618,5.53E-11,1.63E-09,1.706964669,1.94E-11,4.58E-10
AT1G02000,-0.398722374,0.479164561,0.7386234,-0.062670152,0.859246704,0.984744487,0.109957822,0.803976467,0.926500538
AT1G02010,0.514426943,0.32089664,0.583397933,1.658167583,4.97E-09,1.12E-07,0.578560589,0.066457849,0.169048996
AT1G02020,-0.413214299,0.639402494,0.871251884,0.789330285,0.076061793,0.205212875,-0.096673059,0.82688924,0.941773778
AT1G02030,0.087314644,0.952579414,1,1.72345558,0.144099797,0.32723602,1.245795289,0.440172001,0.641614218
AT1G02040,2.777094482,0.3519028,NA,2.211866466,0.480306331,NA,2.177417537,0.487169838,NA
AT1G02050,2.382133694,2.82E-06,4.60E-05,1.372184105,0.009001486,0.039746964,0.147882627,0.774546293,0.905534921
AT1G02060,2.216742423,2.10E-07,4.24E-06,1.924614369,7.62E-07,1.15E-05,1.054351267,0.005533869,0.022774393
AT1G02065,3.623815092,0.020825566,0.096234557,0,1,1,1.658856805,0.315138759,0.514560859
AT1G02067,0,1,NA,0,1,NA,0,1,NA
AT1G02070,2.586443101,0.266628043,NA,1.315650106,0.593006601,NA,2.177421261,0.389430075,NA
AT1G02080,-1.01022858,1.39E-10,4.41E-09,-0.287430276,0.004613766,0.023001261,-0.978649572,8.24E-19,4.79E-17
AT1G02090,0.190406054,0.630095877,0.864740451,-0.22096628,0.379682988,0.617668334,-0.584008645,0.009248756,0.034982307
AT1G02100,2.01449227,2.16E-21,1.74E-19,1.283655247,1.53E-10,4.29E-09,0.768466019,0.000377384,0.002246366
AT1G02110,1.45018353,2.86E-06,4.66E-05,0.199798121,0.556245454,0.776433369,-0.253646436,0.363720735,0.566749788
AT1G02120,0.367742685,0.148475374,0.361251297,-0.19449051,0.341020729,0.576476526,-0.326650764,0.097326139,0.225060361
AT1G02130,-0.961565139,0.023258268,0.104320806,-0.613087406,0.015070098,0.059382268,-0.129584405,0.516915843,0.708654538
AT1G04087,0,1,NA,0,1,NA,0,1,NA
AT1G02136,0,1,NA,0,1,NA,0,1,NA
AT1G02140,-0.597370779,0.034000975,0.136807234,-0.724764061,0.000167627,0.001387221,-0.357816292,0.018036514,0.060163602
AT1G02145,-0.051057079,0.932012597,1,-0.125430579,0.737925254,0.908944231,0.999727928,0.000895081,0.004793858
AT1G02150,1.900988759,3.31E-29,4.23E-27,-0.149718842,0.326440665,0.559755414,-0.097483921,0.461500379,0.660248125
AT1G02160,1.097358513,0.016137638,0.079872647,0.883651033,0.037342175,0.120662742,0.725166398,0.01830791,0.060869314
AT1G02170,-0.680611735,0.187428945,0.41823466,-0.823313605,0.040769608,0.12871628,-0.297654707,0.243197059,0.432273611
AT1G02180,0.041236356,0.961696641,1,-0.740608049,0.244491515,0.46349983,1.182611488,0.014061308,0.049322648
AT1G02190,1.460480041,0.388902586,0.653844459,0.363059295,0.839789909,0.973888664,0.703566094,0.702105166,NA
AT1G02205,-1.203991874,5.91E-06,9.02E-05,-0.66112862,0.002588562,0.01430324,-0.556899456,0.344581783,0.546522998
AT1G04093,0,1,NA,0,1,NA,0,1,NA
AT1G02210,0,1,NA,0,1,NA,0,1,NA
AT1G02220,0.486568527,0.506381969,0.762682216,1.109919538,0.002960659,0.016001281,-0.526515287,0.355019636,0.558142711
AT1G02228,0,1,NA,2.211782188,0.811515503,NA,0,1,NA
AT1G02230,-0.151298437,0.903731324,1,0.336997334,0.812757529,0.959384532,2.177425081,0.200391312,0.379464911
AT1G02250,4.092298273,0.457933024,NA,0.462496339,0.932529451,NA,2.177394867,0.694068728,NA
AT1G02260,1.285428437,0.000116451,0.001318737,1.676765192,6.88E-09,1.51E-07,0.839573826,0.010344339,0.038338661
AT1G02270,-0.064311797,0.895453525,1,-0.05026877,0.869360142,0.99010133,-0.427095515,0.165149286,0.330745581
AT1G02280,1.625229342,1.45E-21,1.19E-19,-0.002762564,0.985077708,1,0.894748684,5.39E-14,1.81E-12
AT1G02290,0.87103275,0.063230561,0.207843067,0.18597341,0.654795364,0.849904679,0.604930586,0.039730345,0.11362097
AT1G02300,1.848069776,6.44E-05,0.000781593,0.839957295,0.03756107,0.121105966,1.034364985,0.002298055,0.010830267
AT1G02305,0.796953131,3.19E-07,6.24E-06,-0.196300112,0.208417421,0.417680449,0.520642179,0.00324856,0.014482397
AT1G04097,2.576066898,0.779980623,NA,0,1,NA,0,1,NA
AT1G02310,-0.63149232,0.606081816,0.845815077,-1.214606092,0.328941661,0.562130749,-0.075137021,0.953561989,1
AT1G04103,5.857079526,0.000266173,0.002724604,2.211873724,0.220443576,0.433403117,0,1,1
AT1G02320,0,1,NA,0,1,NA,0,1,NA
AT1G02330,-0.35038743,0.409028829,0.673108277,-0.925994299,0.001342324,0.008314355,-0.692092445,0.003156148,0.014103892
AT1G02335,-0.835087164,0.10651211,0.291068508,-1.335248083,0.001307709,0.008137972,-0.892221543,0.181872033,0.354578284
AT1G02340,0.677286026,0.000526387,0.004952152,0.783888084,4.97E-05,0.000479354,0.538603236,0.280707664,0.47515002
AT1G02350,1.290732837,0.315048825,0.577740771,4.135464771,0.014722513,0.058286151,3.36366285,9.73E-05,0.000680037
AT1G02360,-0.565626689,0.272995367,0.528514904,-0.910289495,0.005675038,0.027303261,-0.528481456,0.22575037,0.4111088
AT1G02370,0.993839487,0.135034155,0.340025654,0.2483141,0.61795809,0.823998636,-1.535755909,0.011803716,0.042831228
AT1G02380,0.278693882,0.821560329,0.989908,-0.168462903,0.875953704,0.994373834,-0.11322864,0.886662542,0.973411236
AT1G02390,-0.729782229,0.553069239,0.803841499,-0.997506975,0.42739798,0.661094346,-1.415992149,0.267892304,0.460166947
AT1G02400,0.652170622,0.030982359,0.127966766,0.751123748,0.039233701,0.125296165,0.517073522,0.140887747,0.296023502
AT1G02405,2.585034919,0.315766139,NA,1.311595141,0.626830309,NA,0,1,NA
AT1G02410,0.28640809,0.58582747,0.829963813,-0.171778321,0.627930626,0.830681478,0.173776071,0.528170322,0.719373226
AT1G02420,-1.045378648,0.379496349,0.643737716,0.832384936,0.041832536,0.131396935,0.381364489,0.388025688,0.591966461
AT1G04117,1.275689144,0.350529076,0.614796492,2.211873908,0.208427484,NA,1.676497032,0.13897142,NA
AT1G02430,0.454969887,0.721678461,0.926738784,0.335199591,0.815292167,0.9606635,0.782976078,0.431632641,0.633973423
AT1G04123,4.042653178,0.08313028,NA,0,1,NA,0,1,NA
AT1G02440,2.426661888,0.271320514,NA,2.211870815,0.362049127,NA,1.320652064,0.575797249,NA
AT1G02450,4.846319981,0.254859517,NA,0,1,NA,1.203654207,0.774897155,NA
AT1G02460,0.322288856,0.766345034,0.955367519,-0.981306065,0.439172353,0.672697966,0.555041684,0.629184682,0.802149443
AT1G02470,1.1820944,0.361749226,0.626349505,-0.932599316,0.466453547,0.696693425,0.071862831,0.956786603,1
AT1G02475,-2.370958026,0.045438663,0.165991737,0.230532472,0.364175165,0.6012542,-0.723587299,0.001684279,0.008298031
AT1G02480,0,1,NA,0,1,NA,0,1,NA
AT1G02490,0,1,1,0,1,NA,1.613336962,0.623002109,NA
AT1G02500,0.813631069,3.21E-11,1.08E-09,0.643504782,2.13E-09,5.08E-08,-0.043896514,0.688307032,0.844499915
AT1G02510,0,1,NA,0,1,NA,0,1,NA
AT1G02520,-1.175624919,0.04735817,0.170988519,-0.033700423,0.910978673,1,-0.334694024,0.531217084,0.721999863
AT1G02530,2.170133555,0.125443229,0.324788867,-0.251225186,0.865490163,0.988374935,0,1,1
AT1G02540,0,1,NA,0,1,NA,0,1,NA
AT1G02550,0,1,NA,0,1,NA,0,1,NA
AT1G02560,-0.477944511,0.058601213,0.197121406,-0.683026253,2.05E-05,0.000218474,-0.320985978,0.008596061,0.03288266
AT1G02570,0.202755655,0.87828714,1,0.773344285,0.616208633,0.822664899,-1.284300831,0.345165136,0.547188983
AT1G02575,2.154412956,0.220608264,0.463055673,0.781279676,0.67668782,0.867287941,-0.296321022,0.867213054,NA
AT1G02580,2.798042091,0.051099376,0.180100713,-0.21823228,0.882363813,0.998411122,2.247918567,0.18383392,0.357549213
AT1G04127,0,1,NA,0,1,NA,2.177334571,0.814397116,NA
AT1G02590,0,1,NA,0,1,NA,1.200698109,0.809268488,NA
AT1G02600,4.446672783,0.000103942,0.001191954,2.211873867,0.211149603,0.421379201,-2.69917572,0.044675397,0.124910016
AT1G02610,1.073111183,0.0496611,0.176755703,-1.214648822,0.243245749,0.461833258,-0.526670934,0.549992945,0.738936772
AT1G02620,1.102864265,0.379315131,0.643536365,3.161463228,0.03152117,0.105802769,1.286134872,0.419916176,0.622758338
AT1G04133,2.61920701,0.303966999,0.56458254,0,1,NA,0,1,NA
AT1G04137,0,1,NA,0,1,NA,0,1,NA
AT1G02630,5.80814281,0.018851602,0.089926008,0.3694618,0.872193392,NA,0,1,NA
AT1G02640,-0.715653747,2.77E-05,0.000368404,-0.998371286,4.15E-06,5.29E-05,-0.337583605,0.139379001,0.293811368
AT1G02650,-0.168141988,0.894440022,1,-0.7045302,0.599464868,0.813199757,-0.141779702,0.882740184,0.970326704
AT1G02660,-0.041085411,0.887262549,1,0.708232113,0.016828937,0.064634509,-0.294601288,0.387753876,0.591699668
